"STATEICP","COUNTYICP","AGE","RACE","RACED"\
5,70,42,7,700\
5,70,15,7,700\
5,70,12,7,700\
5,70,79,1,100\
5,70,25,1,100\
5,70,26,1,100\
5,70,47,8,826\
5,70,43,8,826\
5,70,12,8,826\
5,70,61,1,100\
5,70,87,1,100\
5,30,48,1,100\
5,30,46,1,100\
5,30,19,1,100\
5,30,16,1,100\
5,90,59,1,100\
5,90,63,1,100\
5,70,64,1,100\
5,30,26,1,100\
5,30,26,1,100\
5,70,64,1,100\
5,70,78,1,100\
5,70,24,1,100\
5,90,45,1,100\
5,90,44,6,610\
5,90,15,8,814\
5,90,12,8,814\
5,70,75,1,100\
5,70,76,1,100\
5,90,64,1,100\
5,90,63,1,100\
5,90,58,1,100\
5,70,50,1,100\
5,70,48,7,700\
5,70,58,7,700\
5,0,70,1,100\
5,0,67,1,100\
5,70,27,1,100\
5,70,26,1,100\
5,30,41,1,100\
5,30,58,1,100\
5,70,33,8,801\
5,70,9,8,801\
5,70,8,7,700\
5,70,3,7,700\
5,90,67,1,100\
5,90,45,1,100\
5,70,60,1,100\
5,70,64,1,100\
5,30,56,1,100\
5,70,30,2,200\
5,70,51,1,100\
5,70,12,1,100\
5,0,47,1,100\
5,0,45,8,826\
5,70,65,1,100\
5,70,35,1,100\
5,70,32,1,100\
5,70,30,8,826\
5,70,34,1,100\
5,70,0,8,826\
5,90,45,1,100\
5,90,47,1,100\
5,90,11,1,100\
5,90,8,1,100\
5,70,57,2,200\
5,70,57,1,100\
